yyyy-mm-ddTHH:MM:SSZ, TOL_125, TOL_160, TOL_200, TOL_250, TOL_315, TOL_400, TOL_500, TOL_630, TOL_800, TOL_1000, TOL_1250, TOL_1600, TOL_2000, TOL_2500, TOL_3150, TOL_4000, TOL_5000, TOL_6300, TOL_8000, TOL_10000, TOL_12500, TOL_16000, TOL_20000 
2023-03-11T21:00:00.000Z, 88.978387, 89.940628, 94.153862, 95.014900, 97.422134, 100.727934, 100.641853, 99.707058, 99.182297, 100.087709, 98.695544, 97.431269, 96.771611, 95.309834, 93.518099, 92.446269, 90.209726, 89.530751, 87.667849, 86.565919, 86.541654, 87.419442, 85.192160
2023-03-11T21:02:00.000Z, 89.573488, 89.542784, 93.525624, 88.946717, 92.255416, 92.346267, 89.970452, 87.601505, 87.186871, 87.794427, 87.777272, 89.108386, 90.677041, 93.530944, 94.392119, 93.477195, 91.559436, 90.040574, 88.935436, 86.890746, 85.913179, 85.702113, 83.227976
2023-03-11T21:04:00.000Z, 87.462278, 87.224582, 88.865517, 85.373394, 86.060638, 86.292532, 84.139168, 83.390090, 82.610966, 82.636145, 82.134179, 82.239823, 81.421950, 81.558704, 81.063719, 80.425559, 79.489029, 78.593337, 77.812438, 76.158465, 74.765159, 74.323748, 71.691510
2023-03-11T21:06:00.000Z, 87.906675, 86.954539, 87.667637, 84.850819, 84.786460, 83.996887, 82.217420, 81.881707, 81.289344, 81.338739, 80.979819, 80.860681, 80.383436, 80.462092, 79.885864, 79.057581, 78.360917, 77.455073, 76.950139, 75.486061, 74.145591, 73.766888, 71.311927
2023-03-11T21:08:00.000Z, 89.035766, 87.448704, 88.939602, 84.885151, 84.944319, 84.203395, 82.774646, 83.214574, 81.923984, 81.735309, 81.227789, 81.050457, 80.361905, 80.367763, 79.883943, 79.070804, 78.136143, 77.174059, 76.692291, 75.271483, 73.870220, 73.535460, 71.163315
2023-03-11T21:10:00.000Z, 88.840398, 86.829541, 87.642918, 85.637487, 85.620158, 85.415951, 83.852378, 84.433310, 82.531337, 82.098486, 81.667754, 81.666673, 81.019882, 80.812567, 80.201503, 79.344868, 78.470776, 77.554229, 76.932945, 75.505375, 74.132547, 73.774119, 71.450286
2023-03-11T21:12:00.000Z, 88.557134, 86.742705, 87.138551, 85.098407, 84.484075, 84.665948, 83.386538, 84.124350, 83.035759, 82.386556, 81.528952, 81.379886, 80.392229, 80.139992, 79.430247, 78.554759, 77.721784, 76.875326, 76.420505, 75.086735, 73.772421, 73.503106, 71.202024
2023-03-11T21:14:00.000Z, 88.550093, 86.310726, 84.624532, 83.975508, 84.005762, 84.126403, 82.499217, 83.470814, 82.591314, 81.869882, 81.143658, 80.982461, 80.134251, 79.727830, 79.124665, 78.141271, 77.416613, 76.570935, 76.251169, 74.825719, 73.542614, 73.317297, 71.052611
2023-03-11T21:16:00.000Z, 88.642826, 85.919515, 86.163589, 84.584656, 85.456600, 84.545841, 83.966291, 83.719569, 83.471350, 82.217322, 81.464930, 81.349276, 80.409202, 80.090179, 79.570346, 78.532920, 77.808068, 77.003138, 76.685993, 75.191546, 74.016712, 73.712791, 71.432199
2023-03-11T21:18:00.000Z, 89.865314, 87.349116, 85.460307, 84.474139, 84.528282, 85.238658, 84.126656, 85.182431, 84.140217, 83.986910, 82.579880, 81.685807, 81.103081, 80.693974, 80.055859, 78.949890, 78.274455, 77.340862, 77.109381, 75.642027, 74.376240, 74.162799, 71.916786
2023-03-11T21:20:00.000Z, 89.342267, 87.775802, 85.455740, 85.460184, 84.827892, 85.690771, 84.459029, 84.352677, 83.605756, 83.203302, 82.037369, 81.508362, 80.869902, 80.583540, 80.063773, 79.002811, 78.337245, 77.443540, 77.114541, 75.782123, 74.486684, 74.201366, 71.915796
2023-03-11T21:22:00.000Z, 87.227330, 84.777718, 83.479671, 82.762393, 83.199063, 83.028752, 83.460540, 82.810488, 83.032951, 82.618001, 81.719767, 81.363605, 80.891783, 80.782984, 80.225393, 79.161941, 78.511451, 77.599039, 77.339307, 76.059491, 74.667478, 74.386695, 72.151213
2023-03-11T21:24:00.000Z, 88.997529, 84.514231, 84.165097, 82.330546, 82.041709, 82.192376, 82.186277, 82.425017, 82.268404, 82.081748, 81.329492, 81.225983, 80.871670, 80.756609, 80.337987, 79.239754, 78.592080, 77.705102, 77.466714, 76.092126, 74.733799, 74.503506, 72.303944
2023-03-11T21:26:00.000Z, 87.633707, 86.165624, 86.156795, 84.742251, 85.801377, 85.289536, 83.481121, 82.863795, 82.294654, 82.150477, 81.553907, 81.389727, 80.948579, 80.837161, 80.411098, 79.355908, 78.608113, 77.634405, 77.363251, 76.035892, 74.649846, 74.394614, 72.180418
2023-03-11T21:28:00.000Z, 87.417961, 86.214319, 87.383898, 85.601863, 86.206219, 85.581805, 83.809129, 83.955843, 83.038221, 82.721096, 81.680213, 81.559980, 80.980121, 80.791652, 80.383125, 79.251103, 78.448047, 77.462196, 77.215133, 75.839865, 74.484766, 74.280067, 72.022466
2023-03-11T21:30:00.000Z, 86.954073, 85.787028, 86.671853, 85.578778, 85.661162, 86.767736, 84.703622, 85.755521, 82.766207, 82.875378, 81.951736, 81.866634, 81.244826, 80.973246, 80.548061, 79.283999, 78.614483, 77.565818, 77.277204, 75.955344, 74.586908, 74.236818, 72.059836
2023-03-11T21:32:00.000Z, 88.018566, 86.491735, 87.434409, 85.937930, 85.991351, 86.364255, 84.808988, 85.535151, 83.517878, 83.835128, 82.224343, 81.886576, 81.240686, 80.884854, 80.588878, 79.363130, 78.700795, 77.705776, 77.304172, 75.998575, 74.708241, 74.384371, 72.218976
2023-03-11T21:34:00.000Z, 87.399046, 86.445137, 87.977345, 85.601349, 86.372351, 86.990034, 85.226922, 84.669880, 83.230220, 83.024882, 82.277832, 81.937516, 81.441112, 81.187405, 80.648443, 79.599966, 78.778384, 77.755156, 77.465979, 76.190795, 74.832389, 74.507628, 72.221727
2023-03-11T21:36:00.000Z, 88.382757, 86.412217, 87.982828, 85.748094, 85.435087, 85.746826, 83.614728, 83.671409, 82.346896, 82.326608, 81.823441, 81.657152, 81.272898, 81.137064, 80.554772, 79.497817, 78.789005, 77.826641, 77.545494, 76.253972, 74.928095, 74.703972, 72.463676
2023-03-11T21:38:00.000Z, 87.372634, 86.797229, 86.941762, 85.342775, 85.731690, 86.797043, 84.761248, 84.806750, 82.648593, 82.600768, 82.100785, 81.885083, 81.498356, 81.498399, 80.887322, 79.746220, 79.051941, 78.059337, 77.838452, 76.518385, 75.153732, 74.830648, 72.565648
2023-03-11T21:40:00.000Z, 88.612285, 86.423047, 86.344843, 85.571515, 86.059978, 85.471831, 83.935157, 84.541866, 82.587200, 82.525933, 81.903369, 81.739934, 81.397285, 81.327712, 80.889108, 79.756794, 78.926364, 78.003671, 77.709749, 76.488119, 75.121594, 74.800192, 72.595275
2023-03-11T21:42:00.000Z, 87.294080, 86.658060, 85.709552, 85.023927, 84.992043, 85.006885, 83.364276, 84.033698, 82.478084, 82.433986, 81.734411, 81.607184, 81.173240, 80.922957, 80.458935, 79.447707, 78.734420, 77.714222, 77.493103, 76.171654, 74.869507, 74.580200, 72.326088
2023-03-11T21:44:00.000Z, 85.906486, 85.332587, 84.160420, 82.662327, 82.886492, 82.972761, 82.057509, 82.804448, 81.804530, 81.821659, 81.292738, 80.985357, 80.607262, 80.537441, 80.199965, 79.106078, 78.411839, 77.554704, 77.312482, 76.032213, 74.689655, 74.429033, 72.168668
2023-03-11T21:46:00.000Z, 86.763476, 84.061613, 82.597736, 81.684995, 81.682129, 82.205406, 81.796948, 82.530055, 81.600274, 81.518697, 81.017963, 80.587054, 80.351352, 80.082247, 79.744498, 78.612832, 77.916581, 77.061608, 76.812843, 75.537179, 74.192293, 73.960034, 71.724040
2023-03-11T21:48:00.000Z, 86.520866, 84.830989, 83.609914, 82.622926, 81.838025, 82.376857, 81.965981, 82.428057, 81.567329, 81.317785, 80.747485, 80.337173, 79.895442, 79.765905, 79.348136, 78.259340, 77.614247, 76.688792, 76.494931, 75.236697, 73.838749, 73.616744, 71.399769
2023-03-11T21:50:00.000Z, 86.433756, 86.318350, 85.224092, 83.162428, 82.555797, 82.362195, 81.340723, 82.500637, 81.156151, 80.975483, 80.254128, 80.005611, 79.609814, 79.470768, 79.053817, 77.951085, 77.331625, 76.395312, 76.114099, 74.834188, 73.609458, 73.300154, 71.096901
2023-03-11T21:52:00.000Z, 86.835981, 85.762252, 86.736701, 84.426098, 84.325933, 84.041458, 82.107131, 82.041984, 81.084989, 80.838679, 80.368812, 80.191650, 79.759612, 79.742714, 79.116620, 77.954900, 77.145910, 76.085436, 75.851281, 74.577032, 73.250354, 72.870870, 70.764783
2023-03-11T21:54:00.000Z, 87.146838, 86.444362, 86.075572, 84.212423, 83.621653, 83.656134, 81.679791, 81.768023, 81.025173, 80.716033, 80.015177, 79.686898, 79.246496, 79.098818, 78.677048, 77.540643, 76.838283, 75.907552, 75.644714, 74.350920, 72.994661, 72.718544, 70.482166
2023-03-11T21:56:00.000Z, 86.997615, 86.404341, 86.288106, 84.011224, 83.635785, 82.625237, 81.184893, 81.391079, 80.401490, 80.218852, 79.558299, 79.222735, 78.794137, 78.699518, 78.201622, 77.121443, 76.393839, 75.473839, 75.224158, 73.975795, 72.677343, 72.460744, 70.282139
2023-03-11T21:58:00.000Z, 85.767345, 85.027714, 84.419349, 82.498573, 82.278467, 82.351618, 81.015244, 81.398488, 80.422264, 80.156642, 79.632001, 79.344297, 78.941478, 79.168103, 78.536976, 77.387497, 76.687641, 75.766591, 75.505549, 74.271827, 72.987029, 72.646530, 70.470149
2023-03-11T22:00:00.000Z, 86.807779, 84.595992, 84.962098, 83.731462, 82.695740, 82.385990, 80.867939, 81.400572, 80.279899, 80.050662, 79.295087, 79.034311, 78.795457, 78.838297, 78.482131, 77.245626, 76.500725, 75.418141, 75.258139, 73.963175, 72.675607, 72.440063, 70.166382
2023-03-11T22:02:00.000Z, 88.072214, 86.743273, 84.580825, 83.705988, 82.725179, 82.855171, 81.552267, 81.572666, 80.857256, 80.624447, 79.795354, 79.649910, 79.201301, 79.129651, 78.651425, 77.332595, 76.557128, 75.614408, 75.325726, 74.097979, 72.776721, 72.476769, 70.251803
2023-03-11T22:04:00.000Z, 88.114579, 86.885993, 85.926814, 84.722720, 84.367204, 83.868642, 82.174774, 82.347979, 81.273781, 80.954688, 80.403763, 80.029136, 79.563467, 79.317608, 78.935182, 77.653792, 76.853709, 75.872365, 75.647375, 74.398231, 73.039633, 72.782746, 70.552181
